Date,Open,High,Low,Close,Adj Close,Volume,Maturity Month,Maturity Year,Maturity Date
"Oct 16, 2023",531,533.75,527.75,528.25,528.25,160,3,25,03/15/2025
"Oct 13, 2023",531,534.25,529.75,531.75,531.75,320,3,25,03/15/2025
"Oct 12, 2023",527.25,534.75,522.25,533,533,533,3,25,03/15/2025
"Oct 11, 2023",525,528,523.75,527.75,527.75,494,3,25,03/15/2025
"Oct 10, 2023",525,525.75,523,524.75,524.75,299,3,25,03/15/2025
"Oct 09, 2023",529.5,531.75,525.25,526.5,526.5,337,3,25,03/15/2025
"Oct 06, 2023",530.75,530.75,529,530,530,271,3,25,03/15/2025
"Oct 05, 2023",522.75,531.75,520.75,531.75,531.75,272,3,25,03/15/2025
"Oct 04, 2023",525,526.5,522.25,524,524,268,3,25,03/15/2025
"Oct 03, 2023",526.5,527,523.75,524.75,524.75,220,3,25,03/15/2025
"Oct 02, 2023",519,527.5,519,527.5,527.5,314,3,25,03/15/2025
"Sep 29, 2023",523.25,524.75,516.25,517.5,517.5,445,3,25,03/15/2025
"Sep 28, 2023",522,525,520,524.5,524.5,342,3,25,03/15/2025
"Sep 27, 2023",520,523.25,519.25,522.25,522.25,242,3,25,03/15/2025
"Sep 26, 2023",520.5,520.5,517.25,518.75,518.75,217,3,25,03/15/2025
"Sep 25, 2023",515,519.75,513.5,519.25,519.25,153,3,25,03/15/2025
"Sep 22, 2023",514,517.75,513.75,516.75,516.75,76,3,25,03/15/2025
"Sep 21, 2023",520.75,521.25,514,514.75,514.75,198,3,25,03/15/2025
"Sep 20, 2023",515.75,522,514.75,521.25,521.25,257,3,25,03/15/2025
"Sep 19, 2023",513.25,516.5,511.25,516.5,516.5,291,3,25,03/15/2025
"Sep 18, 2023",517.75,518.5,512.5,514.25,514.25,238,3,25,03/15/2025
"Sep 15, 2023",519.25,519.5,517,518.75,518.75,362,3,25,03/15/2025
"Sep 14, 2023",520,521.5,518,519.5,519.5,199,3,25,03/15/2025
"Sep 13, 2023",514.75,520.5,514.25,520.25,520.25,183,3,25,03/15/2025
"Sep 12, 2023",521,521,514,516,516,136,3,25,03/15/2025
"Sep 11, 2023",519.25,522.25,518.25,522.25,522.25,74,3,25,03/15/2025
"Sep 08, 2023",519.75,521.5,516.5,519.25,519.25,89,3,25,03/15/2025
"Sep 07, 2023",521.5,522.25,519.5,520,520,154,3,25,03/15/2025
"Sep 06, 2023",523.75,525,521.25,521.5,521.5,125,3,25,03/15/2025
"Sep 05, 2023",520,523.75,519.25,522.75,522.75,194,3,25,03/15/2025
"Sep 01, 2023",517.75,522.5,517.75,520.5,520.5,294,3,25,03/15/2025
"Aug 31, 2023",522,522.25,518,518.75,518.75,187,3,25,03/15/2025
"Aug 30, 2023",518.75,522,518.75,520.75,520.75,55,3,25,03/15/2025
"Aug 29, 2023",523,524.75,518.25,518.5,518.5,41,3,25,03/15/2025
"Aug 28, 2023",522.5,525.5,521.5,524.75,524.75,67,3,25,03/15/2025
"Aug 25, 2023",519.25,522,517.75,519,519,31,3,25,03/15/2025
"Aug 24, 2023",519.75,519.75,516.25,519,519,83,3,25,03/15/2025
"Aug 23, 2023",512,519.25,512,517.75,517.75,120,3,25,03/15/2025
"Aug 22, 2023",514.5,516,509.75,512.25,512.25,31,3,25,03/15/2025
"Aug 21, 2023",525.5,531.25,516.5,517.5,517.5,79,3,25,03/15/2025
"Aug 18, 2023",520,522.75,520,521,521,22,3,25,03/15/2025
"Aug 17, 2023",515.5,520,515.5,518.75,518.75,34,3,25,03/15/2025
"Aug 16, 2023",514,518,512.75,518,518,77,3,25,03/15/2025
"Aug 15, 2023",517.5,520,513.5,514.5,514.5,197,3,25,03/15/2025
"Aug 14, 2023",517,521,515.75,520.5,520.5,283,3,25,03/15/2025
"Aug 11, 2023",522.25,527,516.5,519.25,519.25,184,3,25,03/15/2025
"Aug 10, 2023",524,526,524,524.75,524.75,81,3,25,03/15/2025
"Aug 09, 2023",527.5,527.5,522.75,523.75,523.75,80,3,25,03/15/2025
"Aug 08, 2023",521,526,521,525.25,525.25,60,3,25,03/15/2025
"Aug 07, 2023",518,525,517,523.75,523.75,303,3,25,03/15/2025
"Aug 04, 2023",518.75,525,518.75,522.25,522.25,82,3,25,03/15/2025
"Aug 03, 2023",519.5,523,518,519,519,98,3,25,03/15/2025
"Aug 02, 2023",527.75,530.75,516.25,521.75,521.75,61,3,25,03/15/2025
"Aug 01, 2023",527,528.25,523,524,524,21,3,25,03/15/2025
"Jul 31, 2023",530,530.5,524.25,525.75,525.75,49,3,25,03/15/2025
"Jul 28, 2023",538.75,548,535,535.25,535.25,117,3,25,03/15/2025
"Jul 27, 2023",543.5,546.5,539,542.75,542.75,32,3,25,03/15/2025
"Jul 26, 2023",547,549,540.25,540.25,540.25,31,3,25,03/15/2025
"Jul 25, 2023",553,553.5,549.5,550,550,110,3,25,03/15/2025
"Jul 24, 2023",548,554,542.75,553.25,553.25,126,3,25,03/15/2025
"Jul 21, 2023",542.25,543,535.75,537.75,537.75,17,3,25,03/15/2025
"Jul 20, 2023",546.25,549.75,543,544.5,544.5,33,3,25,03/15/2025
"Jul 19, 2023",540,555,540,550,550,241,3,25,03/15/2025
"Jul 18, 2023",525,541.75,525,539.75,539.75,73,3,25,03/15/2025
"Jul 17, 2023",529.75,531,520.75,520.75,520.75,37,3,25,03/15/2025
"Jul 14, 2023",524.75,528,520.5,526.75,526.75,77,3,25,03/15/2025
"Jul 13, 2023",509.75,519,509.5,519,519,77,3,25,03/15/2025
"Jul 12, 2023",513,513,505,506,506,82,3,25,03/15/2025
"Jul 11, 2023",513.25,515.25,512,514.5,514.5,37,3,25,03/15/2025
"Jul 10, 2023",509.5,513.25,509.5,512.5,512.5,28,3,25,03/15/2025
"Jul 07, 2023",514.25,514.25,506.5,507.25,507.25,83,3,25,03/15/2025
"Jul 06, 2023",509.75,514.75,509.75,514.5,514.5,26,3,25,03/15/2025
"Jul 05, 2023",509.25,510.75,506.75,508.5,508.5,31,3,25,03/15/2025
"Jul 03, 2023",506,515.75,506,507.25,507.25,249,3,25,03/15/2025
"Jun 30, 2023",518.25,522.75,505.5,506,506,314,3,25,03/15/2025
"Jun 29, 2023",519.5,522.75,514.5,514.75,514.75,46,3,25,03/15/2025
"Jun 28, 2023",529.75,529.75,520.75,521.5,521.5,93,3,25,03/15/2025
"Jun 27, 2023",531.75,534.75,528.75,530,530,57,3,25,03/15/2025
"Jun 26, 2023",546.5,549.75,539.5,545.5,545.5,25,3,25,03/15/2025
"Jun 23, 2023",557.75,560,540.75,540.75,540.75,151,3,25,03/15/2025
"Jun 22, 2023",568.25,569.25,561.25,563,563,120,3,25,03/15/2025
"Jun 21, 2023",556,571.5,552,571.5,571.5,238,3,25,03/15/2025
"Jun 20, 2023",550,554,545.75,553.75,553.75,87,3,25,03/15/2025
"Jun 16, 2023",537,548.75,537,548.75,548.75,218,3,25,03/15/2025
"Jun 15, 2023",528.75,537.75,528.75,537.75,537.75,58,3,25,03/15/2025
"Jun 14, 2023",521,526.75,521,524.75,524.75,87,3,25,03/15/2025
"Jun 13, 2023",525,527.25,523.5,523.5,523.5,33,3,25,03/15/2025
"Jun 12, 2023",522,522.25,518.75,522.25,522.25,54,3,25,03/15/2025
"Jun 09, 2023",512.25,517.5,512.25,512.25,512.25,21,3,25,03/15/2025
"Jun 08, 2023",515,518.5,512.5,517.5,517.5,36,3,25,03/15/2025
"Jun 07, 2023",515,519,511.75,511.75,511.75,13,3,25,03/15/2025
"Jun 06, 2023",519,519,519,519,519,10,3,25,03/15/2025
"Jun 05, 2023",523,525,519.75,519.75,519.75,23,3,25,03/15/2025
"Jun 02, 2023",523.75,523.75,523.75,523.75,523.75,10,3,25,03/15/2025
"Jun 01, 2023",523.25,524,518.5,518.5,518.5,25,3,25,03/15/2025
"May 31, 2023",513.5,513.5,512.75,512.75,512.75,6,3,25,03/15/2025
"May 30, 2023",514.25,514.25,514.25,514.25,514.25,28,3,25,03/15/2025
"May 26, 2023",521.5,521.5,521.5,521.5,521.5,12,3,25,03/15/2025
"May 25, 2023",510.75,510.75,510.75,510.75,510.75,1,3,25,03/15/2025
"May 24, 2023",513.75,513.75,513.75,513.75,513.75,8,3,25,03/15/2025
"May 23, 2023",511,513,511,513,513,1,3,25,03/15/2025
"May 22, 2023",509,509,509,509,509,1,3,25,03/15/2025
"May 19, 2023",506,506,501.25,501.25,501.25,10,3,25,03/15/2025
"May 18, 2023",499,503,497,501.25,501.25,107,3,25,03/15/2025
"May 17, 2023",498.25,500,498.25,500,500,17,3,25,03/15/2025
"May 16, 2023",502.75,507,502.75,506.75,506.75,6,3,25,03/15/2025
"May 15, 2023",515,515,514.25,514.25,514.25,4,3,25,03/15/2025
"May 12, 2023",513,513,509.5,511.75,511.75,13,3,25,03/15/2025
"May 11, 2023",513.5,514.25,512.25,514.25,514.25,41,3,25,03/15/2025
"May 10, 2023",517.5,520,516.75,520,520,149,3,25,03/15/2025
"May 09, 2023",516.75,518.75,516.75,518.75,518.75,51,3,25,03/15/2025
"May 08, 2023",526.75,526.75,521.5,522.25,522.25,3,3,25,03/15/2025
"May 05, 2023",527.5,527.5,527.5,527.5,527.5,-,3,25,03/15/2025
"May 04, 2023",527,527,522,524.5,524.5,32,3,25,03/15/2025
"May 03, 2023",520,527.5,520,527.5,527.5,26,3,25,03/15/2025
"May 02, 2023",525.25,525.25,521.5,522.5,522.5,11,3,25,03/15/2025
"May 01, 2023",525,527.5,524,527.5,527.5,7,3,25,03/15/2025
"Apr 28, 2023",532,533,529.5,530.25,530.25,35,3,25,03/15/2025
"Apr 27, 2023",528.75,530,528,529,529,123,3,25,03/15/2025
"Apr 26, 2023",536.25,536.25,536.25,536.25,536.25,-,3,25,03/15/2025
"Apr 25, 2023",540,541.25,540,541.25,541.25,11,3,25,03/15/2025
"Apr 24, 2023",541,541,541,541,541,2,3,25,03/15/2025
"Apr 21, 2023",543.25,543.25,538.25,538.25,538.25,6,3,25,03/15/2025
"Apr 20, 2023",549,549,545.75,545.75,545.75,9,3,25,03/15/2025
"Apr 19, 2023",553.5,555.25,551.5,551.5,551.5,13,3,25,03/15/2025
"Apr 18, 2023",554.5,554.5,554.5,554.5,554.5,-,3,25,03/15/2025
"Apr 17, 2023",550.5,552,550.25,552,552,5,3,25,03/15/2025
"Apr 14, 2023",545,546.5,545,546.5,546.5,8,3,25,03/15/2025
"Apr 13, 2023",541,541,541,541,541,-,3,25,03/15/2025
"Apr 12, 2023",542,542,542,542,542,-,3,25,03/15/2025
"Apr 11, 2023",545,545,543.5,543.5,543.5,6,3,25,03/15/2025
"Apr 10, 2023",544.5,544.5,544.5,544.5,544.5,-,3,25,03/15/2025
"Apr 06, 2023",541.75,541.75,541.75,541.75,541.75,-,3,25,03/15/2025
"Apr 05, 2023",540.25,541.75,540.25,541.75,541.75,5,3,25,03/15/2025
"Apr 04, 2023",539.25,540.5,539.25,540.5,540.5,32,3,25,03/15/2025
"Apr 03, 2023",544.5,544.5,544.5,544.5,544.5,5,3,25,03/15/2025
"Mar 31, 2023",548,548,545.25,545.25,545.25,1,3,25,03/15/2025
"Mar 30, 2023",547.5,549,547.5,548.75,548.75,18,3,25,03/15/2025
"Mar 29, 2023",549.25,549.25,549.25,549.25,549.25,-,3,25,03/15/2025
"Mar 28, 2023",549.75,550.5,548.5,550.5,550.5,15,3,25,03/15/2025
"Mar 27, 2023",550.75,551.5,549.25,551.5,551.5,33,3,25,03/15/2025
"Mar 24, 2023",549,550.75,547.5,549.5,549.5,25,3,25,03/15/2025
"Mar 23, 2023",539.75,544.5,538.75,544.5,544.5,21,3,25,03/15/2025
"Mar 22, 2023",538,543.25,538,543.25,543.25,15,3,25,03/15/2025
"Mar 21, 2023",542.75,542.75,542.75,542.75,542.75,5,3,25,03/15/2025
"Mar 20, 2023",545.75,545.75,545.75,545.75,545.75,2,3,25,03/15/2025
"Mar 17, 2023",543.25,544.25,543.25,544.25,544.25,2,3,25,03/15/2025
"Mar 16, 2023",542,543.5,542,543.5,543.5,2,3,25,03/15/2025
"Mar 15, 2023",542.5,542.5,542,542.5,542.5,4,3,25,03/15/2025
"Mar 14, 2023",544.5,544.5,544.5,544.5,544.5,-,3,25,03/15/2025
"Mar 13, 2023",542.5,543.5,542.5,543.5,543.5,6,3,25,03/15/2025
"Mar 10, 2023",540,540,540,540,540,-,3,25,03/15/2025
"Mar 09, 2023",534.75,534.75,534.75,534.75,534.75,28,3,25,03/15/2025
"Mar 08, 2023",543.75,543.75,537.25,537.25,537.25,1,3,25,03/15/2025
"Mar 07, 2023",545.75,546,545.75,545.75,545.75,18,3,25,03/15/2025
"Mar 06, 2023",543.5,546.25,543.5,546.25,546.25,25,3,25,03/15/2025
"Mar 03, 2023",545.5,546.5,545.5,546.5,546.5,3,3,25,03/15/2025
"Mar 02, 2023",548,548,548,548,548,-,3,25,03/15/2025
"Mar 01, 2023",545.25,548,545.25,548,548,4,3,25,03/15/2025
"Feb 28, 2023",553,553,548.25,548.75,548.75,8,3,25,03/15/2025
"Feb 27, 2023",555.5,555.5,555.5,555.5,555.5,-,3,25,03/15/2025
"Feb 24, 2023",558.5,558.5,555.75,555.75,555.75,14,3,25,03/15/2025
"Feb 23, 2023",558.5,560.5,558.5,560.5,560.5,2,3,25,03/15/2025
"Feb 22, 2023",560.25,560.25,560.25,560.25,560.25,3,3,25,03/15/2025
"Feb 21, 2023",561.25,561.25,561.25,561.25,561.25,-,3,25,03/15/2025
"Feb 17, 2023",560,560,559.25,560,560,4,3,25,03/15/2025
"Feb 16, 2023",559.75,561.5,559.25,560,560,9,3,25,03/15/2025
"Feb 15, 2023",560.25,560.25,560.25,560.25,560.25,-,3,25,03/15/2025
"Feb 14, 2023",561,561,561,561,561,-,3,25,03/15/2025
"Feb 13, 2023",561,561,561,561,561,30,3,25,03/15/2025
"Feb 10, 2023",561.75,561.75,561.75,561.75,561.75,-,3,25,03/15/2025
"Feb 09, 2023",559.25,559.25,557.75,557.75,557.75,50,3,25,03/15/2025
"Feb 08, 2023",557.75,557.75,557.75,557.75,557.75,-,3,25,03/15/2025
"Feb 07, 2023",557.25,557.25,557.25,557.25,557.25,-,3,25,03/15/2025
"Feb 06, 2023",559.5,559.5,559.5,559.5,559.5,-,3,25,03/15/2025
"Feb 03, 2023",560.25,560.25,560.25,560.25,560.25,-,3,25,03/15/2025
"Feb 02, 2023",560.5,560.5,560.5,560.5,560.5,-,3,25,03/15/2025
"Feb 01, 2023",560.5,560.5,560.5,560.5,560.5,-,3,25,03/15/2025
"Jan 31, 2023",558.75,558.75,558.75,558.75,558.75,-,3,25,03/15/2025
"Jan 30, 2023",556,556.75,556,556.75,556.75,15,3,25,03/15/2025
"Jan 27, 2023",552,552,552,552,552,-,3,25,03/15/2025
"Jan 26, 2023",552.75,553.75,552.75,553.75,553.75,2,3,25,03/15/2025
"Jan 25, 2023",551.5,551.5,551.5,551.5,551.5,-,3,25,03/15/2025
"Jan 24, 2023",554.5,554.5,554.5,554.5,554.5,-,3,25,03/15/2025
